Age,Income,Credit_Score,Loan_Amount,Approved
62,85726.18,546.36,1584.06,0
36,90570.86,619.41,40975.45,1
53,95817.1,373.13,30251.17,0
62,104816.02,456.8,17620.3,0
43,109375.68,561.66,19716.48,0
62,97983.1,801.94,16150.44,1
62,51470.51,601.14,28322.9,1
59,66897.5,546.46,10256.56,0
54,85675.39,397.73,44135.72,0
34,50642.47,831.04,10284.14,1
65,62010.32,734.32,31819.81,1
61,87118.68,376.69,10654.75,0
40,61235.17,615.12,41470.13,1
30,109279.72,848.68,20564.25,1
24,32062.53,424.18,41902.74,0
19,31221.58,836.41,26137.63,1
49,85910.96,506.75,6920.32,0
36,75056.96,592.07,24441.22,0
41,81527.31,603.05,13879.26,1
45,110892.73,765.37,41171.72,1
65,37968.56,714.13,2735.2,1
54,117527.87,467.08,29289.06,0
54,36843.44,751.51,28388.02,1
48,68394.31,780.24,3882.79,1
18,58483.46,593.82,1444.57,0
31,105302.06,385.82,11184.9,0
52,51271.44,608.29,12253.68,1
34,54937.35,448.72,14761.38,0
35,71574.88,469.75,34900.77,0
41,108416.02,468.31,36095.61,0
24,101463.27,465.98,21196.61,0
19,39813.04,573.33,1577.92,0
62,107511.62,536.18,49658.42,0
63,56334.82,481.1,6393.58,0
40,38231.16,506.82,6799.69,0
41,78075.81,528.66,2794.54,0
52,57731.12,375.7,33783.89,0
28,52008.19,525.42,2983.65,0
42,28048.27,489.94,6900.63,0
42,26954.75,495.42,22286.01,0
37,56124.19,409.34,27091.51,0
21,84739.3,596.11,32771.36,0
18,86710.5,416.5,30952.02,0
47,107182.89,515.39,44735.91,0
29,77653.65,602.69,34407.79,1
40,69064.94,459.62,35511.73,0
59,39784.69,346.58,33120.29,0
48,58439.0,741.72,36981.97,1
55,30077.7,679.14,1994.56,1
41,112372.09,541.94,24847.76,0
50,32147.77,451.99,16061.39,0
63,22395.51,561.6,37635.47,0
41,96515.89,455.79,2976.99,0
55,28152.33,425.52,8874.06,0
53,33158.25,461.87,39705.53,0
18,93507.6,399.41,13057.22,0
43,37582.79,622.58,46360.78,1
26,34273.52,510.12,17880.04,0
32,112831.8,660.3,12604.53,1
47,103551.05,609.6,7519.73,1
56,97742.41,522.83,42803.71,0
19,118046.74,598.26,9383.78,0
30,22129.21,711.49,37011.87,0
43,48223.19,801.71,22889.76,1
44,35866.65,465.42,43777.11,0
25,65360.89,742.22,14834.15,1
44,114549.16,397.46,24883.6,0
50,112033.88,381.81,13933.17,0
35,71744.64,571.36,44641.98,0
56,116144.25,355.94,49121.95,0
41,40984.99,812.48,49760.2,1
18,66776.08,375.87,15000.22,0
62,74137.66,617.29,32352.87,1
21,89288.41,827.7,28939.77,1
28,50791.8,606.23,35197.04,1
27,32986.01,389.35,20795.15,0
43,106731.96,562.14,21452.56,0
41,33639.65,599.46,6507.96,0
54,25686.45,754.32,17587.73,0
23,67457.71,529.21,44447.77,0
65,101420.61,542.68,26024.61,0
61,112416.92,804.32,38975.14,1
31,45547.03,832.71,37686.22,1
26,26996.94,814.04,23170.75,0
37,39825.59,394.06,24457.8,0
60,86725.33,706.07,20057.92,1
63,98588.68,529.65,24799.57,0
24,76612.05,399.34,48540.12,0
21,98904.86,786.09,13041.02,1
31,118501.11,367.16,34171.19,0
32,95554.34,624.97,33650.26,1
19,115948.71,317.2,35265.95,0
32,118394.39,598.98,44568.29,0
19,103776.52,505.18,33878.47,0
43,56321.25,683.58,14968.4,1
37,62426.7,489.39,34273.92,0
40,41122.9,614.73,27354.96,1
49,58072.79,823.54,47180.48,1
37,72957.96,811.47,19994.08,1
65,41525.48,673.34,20070.12,1
59,110741.79,340.33,17600.94,0
29,55893.72,790.06,5120.09,1
60,48357.21,814.14,7753.5,1
63,57972.3,804.74,25117.9,1
49,47369.19,410.0,5232.44,0
45,104374.45,477.1,6874.52,0
32,73265.11,811.46,44057.46,1
48,65698.36,602.19,41737.93,1
45,104106.87,668.01,12019.52,1
46,110650.3,759.1,17133.08,1
45,107755.88,435.61,41465.61,0
57,90249.63,313.5,40474.97,0
51,20668.15,556.43,46434.54,0
65,94852.4,477.44,48781.62,0
39,43608.62,425.23,12324.56,0
19,77936.48,829.64,9548.91,1
43,85985.23,729.13,7834.44,1
32,89527.58,367.07,20545.18,0
49,67853.8,407.02,5187.46,0
48,45008.19,677.73,42769.15,1
55,38555.67,595.69,22379.13,0
35,60555.74,394.44,30828.8,0
19,77739.89,760.44,13489.62,1
36,83124.35,327.21,37298.33,0
32,99915.13,433.99,36748.4,0
18,24373.87,510.95,43720.48,0
20,100800.34,475.01,30969.59,0
53,23635.58,487.04,31010.79,0
52,82956.55,708.7,27784.66,1
28,45012.89,735.16,7410.21,1
23,45149.81,790.5,12271.65,1
49,117786.94,333.27,10793.52,0
64,80596.14,842.83,34523.86,1
59,110959.94,724.61,36036.53,1
56,28173.96,424.24,31664.52,0
49,51196.91,345.15,34606.95,0
25,22441.84,780.71,27190.31,0
54,36984.48,655.03,39514.6,1
29,32314.17,312.17,9023.77,0
20,59689.38,732.27,1348.68,1
50,51376.29,671.21,41820.14,1
54,100545.6,581.25,32063.58,0
57,72621.25,464.4,12502.97,0
39,95776.14,534.09,20469.76,0
20,97572.53,416.06,31651.73,0
37,41110.49,830.63,22197.29,1
53,79094.16,806.33,42481.48,1
36,108735.57,409.31,27591.77,0
31,94784.86,344.29,9143.2,0
63,63046.16,384.41,46644.18,0
37,95734.01,567.18,31256.03,0
57,31351.51,595.74,24878.14,0
64,97075.08,589.57,48928.77,0
47,39368.35,407.13,33207.93,0
46,91948.73,793.48,44975.54,1
28,88217.56,683.53,28079.59,1
62,41111.69,554.65,9529.09,0
49,107099.53,366.71,7502.95,0
18,113802.92,824.73,19336.31,1
51,65449.97,765.6,18579.99,1
33,45559.92,679.61,11465.32,1
27,34352.44,796.81,41837.6,1
20,66320.46,577.65,26674.53,0
34,109871.33,784.15,23456.62,1
24,91690.02,658.6,20468.23,1
54,43493.11,370.89,13207.43,0
37,41304.41,726.9,23226.3,1
42,114684.0,342.51,37702.4,0
38,46174.33,645.67,15259.68,1
61,96698.28,837.1,16266.32,1
39,31255.77,596.12,27065.26,0
56,83278.61,606.41,39034.7,1
34,20577.29,839.32,36659.91,0
38,64046.41,566.71,25081.85,0
42,54109.25,344.33,16285.13,0
48,53013.26,617.28,45817.89,1
31,49305.31,510.04,49782.71,0
47,84697.7,431.88,49365.72,0
46,74186.97,847.21,41497.11,1
57,47904.33,332.61,20171.06,0
41,59937.67,717.05,9129.21,1
49,115556.58,798.5,34431.55,1
43,75392.07,484.42,29890.44,0
47,59044.49,457.6,41235.09,0
29,91231.08,840.84,40178.61,1
34,69118.41,468.94,11162.93,0
31,38300.26,825.16,22507.46,1
49,66708.23,595.27,21085.61,0
28,50858.95,677.84,13514.42,1
64,83063.69,656.82,15448.91,1
57,67588.05,422.25,14174.63,0
61,71338.03,559.67,4937.36,0
27,72480.29,311.69,29486.97,0
30,102991.45,581.54,21809.97,0
23,58366.64,616.22,40334.15,1
31,113463.46,468.31,30293.59,0
21,109383.09,703.4,8890.78,1
63,45789.64,562.26,2392.54,0
45,34292.51,469.43,1878.27,0
60,53233.18,694.34,48621.1,1
27,107299.62,561.65,6859.26,0
43,66640.78,372.57,7030.39,0
31,34073.65,815.49,12473.61,1
45,115192.5,661.15,28193.13,1
35,90182.41,347.07,28241.27,0
30,63066.47,635.91,28514.4,1
34,85298.93,651.04,18058.15,1
39,110885.22,609.41,3575.03,1
53,41659.85,532.88,44395.6,0
45,33159.54,714.3,25980.99,1
55,64158.72,774.76,3489.25,1
44,111433.92,516.19,13851.35,0
20,90298.04,594.03,32773.18,0
42,55541.82,315.81,27399.8,0
53,71739.93,605.36,35338.88,1
45,114950.53,469.63,48750.83,0
40,69525.47,651.63,18832.3,1
64,38972.12,320.0,41176.93,0
32,95882.37,553.84,12465.32,0
64,104772.72,744.6,2055.01,1
59,30520.79,345.43,12979.32,0
34,42749.47,838.78,7260.12,1
37,80880.87,428.17,49959.14,0
58,78935.88,535.37,5405.48,0
22,49222.82,566.7,22568.38,0
61,60165.44,521.07,19924.72,0
50,94156.42,412.45,9859.5,0
46,28860.31,510.14,11949.56,0
44,108546.92,737.27,31536.11,1
18,115195.83,585.14,48431.49,0
58,65857.17,348.43,20170.12,0
48,64285.62,566.72,11752.93,0
25,75837.11,665.66,32860.69,1
28,23467.01,718.58,1431.99,0
29,73354.42,357.59,10810.13,0
39,105405.08,840.09,3335.64,1
62,96469.34,523.83,37591.35,0
65,66594.94,313.05,10521.89,0
46,89886.86,531.43,31618.12,0
61,20685.63,554.97,2896.68,0
65,119524.02,623.85,42620.35,1
25,47923.71,548.7,29848.65,0
36,24839.97,499.76,24614.38,0
56,89790.13,700.08,21697.73,1
56,52520.82,426.19,32565.27,0
56,28642.58,431.79,45335.67,0
30,114583.93,581.95,35756.78,0
34,96024.01,482.47,6642.22,0
32,97693.03,429.06,2014.07,0
42,56608.3,625.29,43449.03,1
29,100326.19,609.59,24634.5,1
55,117929.47,580.8,33078.66,0
36,73300.64,725.4,44842.87,1
33,104688.95,503.51,1822.09,0
46,79706.85,460.64,37951.45,0
52,73687.59,760.17,17329.43,1
21,82233.32,678.19,25616.91,1
56,33671.63,598.68,43409.78,0
25,29472.64,826.54,26102.87,0
18,46036.76,455.69,33261.31,0
28,81159.46,705.78,13414.84,1
42,65628.43,698.57,8583.17,1
47,20467.28,601.18,45277.52,0
36,24978.57,436.69,26803.08,0
30,99475.28,473.22,38525.68,0
56,49254.28,829.2,10328.95,1
37,38034.2,491.95,48737.9,0
54,42402.81,460.9,21306.47,0
23,50889.28,811.18,24151.69,1
57,31967.24,649.63,40033.03,1
41,38130.65,673.77,12676.52,1
26,108619.3,354.25,6533.38,0
41,95296.84,638.1,41260.46,1
39,88167.71,720.39,14110.41,1
38,104107.58,805.3,31331.72,1
63,86289.79,486.65,46838.97,0
35,48281.65,335.32,29093.85,0
49,59275.45,655.02,6822.78,1
44,66267.78,551.03,29182.36,0
21,105273.66,573.71,41573.32,0
59,40735.39,827.03,46650.52,1
41,56202.23,849.64,20541.14,1
30,71756.82,593.35,13213.77,0
42,45168.78,827.6,34408.16,1
55,80313.04,519.64,46868.71,0
58,56823.38,607.38,26193.75,1
41,71562.12,700.41,49795.54,1
21,99671.36,731.35,34180.06,1
38,66993.81,834.79,2573.39,1
36,101772.49,510.6,19405.44,0
39,67097.36,655.05,10076.8,1
18,76193.92,705.58,39603.03,1
45,114763.28,477.65,34321.79,0
20,105082.06,555.34,47729.35,0
59,24978.15,498.35,10202.56,0
58,115758.34,563.95,45286.65,0
44,59767.69,444.96,48615.64,0
37,30849.45,506.53,12245.04,0
33,68975.03,501.47,12347.95,0
32,43175.92,586.55,39298.02,0
31,105355.0,815.8,19699.33,1
46,41747.62,717.5,23653.98,1
20,32739.48,761.85,48936.58,1
46,116609.09,846.78,42865.58,1
35,102472.94,549.63,29483.48,0
18,67429.22,340.84,42146.83,0
43,34189.53,728.07,31311.12,1
49,30416.15,337.84,24046.78,0
33,92091.46,424.34,33547.11,0
28,74058.1,735.13,5617.85,1
49,47068.24,795.52,47590.48,1
53,75881.2,680.42,40498.74,1
40,113993.24,466.35,7464.74,0
39,90169.36,676.88,45888.54,1
50,60972.55,449.93,12577.66,0
56,28125.08,727.98,30320.77,0
44,68851.71,759.3,37699.33,1
34,46142.51,322.91,36913.39,0
55,24564.41,337.15,36002.81,0
55,43991.36,591.42,36878.4,0
37,109288.72,467.3,33579.77,0
43,107208.33,507.77,40042.55,0
30,90404.26,646.06,6235.97,1
22,78404.54,463.45,47302.03,0
62,22008.82,302.48,48855.17,0
43,31078.47,464.4,47623.76,0
62,52587.26,339.01,15316.58,0
47,64382.57,578.55,31168.74,0
40,82950.36,838.25,48592.25,1
46,53875.77,778.41,38003.19,1
32,39301.13,564.67,2818.31,0
64,35615.04,329.87,9427.67,0
61,68569.98,802.9,26398.33,1
51,70996.33,559.78,36638.73,0
33,46056.92,643.42,45240.83,1
52,76459.33,388.3,13476.79,0
55,94386.85,663.78,46373.52,1
30,111510.56,669.59,9281.52,1
43,98099.15,792.36,3645.71,1
19,20965.42,696.65,38786.53,0
64,43295.21,322.92,31637.6,0
32,55833.64,633.78,11365.78,1
34,29334.13,775.89,26771.63,0
55,114938.45,722.81,24896.05,1
64,68821.97,580.8,9422.34,0
55,92702.43,815.28,5397.78,1
52,37948.56,300.93,39141.09,0
45,48501.97,515.47,24820.35,0
18,103005.23,386.78,36632.8,0
55,82894.95,826.96,11675.71,1
51,63237.68,415.98,25316.75,0
35,101722.22,373.34,25499.1,0
46,86456.43,472.12,29526.88,0
51,108387.2,677.62,47131.7,1
38,52964.29,833.41,45096.01,1
49,81552.84,343.72,18750.51,0
42,35772.02,445.66,34954.37,0
58,35895.14,414.64,12887.13,0
29,49991.85,479.35,41368.79,0
24,22038.12,695.24,21069.01,0
27,58218.31,328.64,23414.0,0
33,29987.24,837.53,31429.74,0
42,48368.82,540.3,33084.04,0
40,107360.46,601.26,2613.88,1
56,94615.74,388.21,3164.58,0
45,102560.23,377.63,12162.1,0
44,111633.38,801.97,43835.58,1
34,65355.25,541.46,32110.35,0
36,62988.17,558.1,31950.03,0
20,49159.58,472.21,48674.35,0
62,62393.81,701.72,47743.71,1
51,118801.04,716.21,22637.45,1
38,36632.63,509.74,12918.29,0
51,107309.95,309.54,29469.66,0
45,106355.65,314.46,32841.43,0
23,112308.1,613.7,36554.61,1
18,73329.42,646.37,42633.92,1
48,42531.67,352.02,7397.69,0
62,91916.3,303.14,45838.6,0
36,67967.75,395.73,20827.08,0
23,84125.47,626.77,20689.89,1
57,77260.16,676.77,37060.36,1
45,83801.35,710.97,24557.48,1
37,110252.15,692.84,8110.77,1
52,84382.4,663.63,38162.88,1
60,115520.59,754.59,13535.18,1
26,115872.38,625.67,15660.84,1
42,70736.0,309.26,22240.33,0
30,84051.38,395.83,22253.1,0
45,37411.66,424.55,21753.09,0
38,39553.9,440.81,32768.04,0
38,32340.34,372.87,3452.16,0
29,69148.31,821.93,32193.64,1
32,22307.35,749.8,14421.16,0
49,67785.53,626.59,48071.01,1
40,117415.81,360.87,33753.46,0
59,26286.18,437.41,22046.99,0
40,95073.02,844.18,43175.3,1
32,83150.45,349.15,43914.51,0
20,58299.31,375.91,3031.78,0
60,41899.96,556.67,10747.74,0
50,89485.25,557.44,3834.06,0
38,80025.91,460.1,6752.5,0
57,78476.07,786.32,37919.06,1
43,50063.27,549.88,40417.12,0
24,79950.27,444.78,39563.99,0
62,93844.77,795.94,14121.81,1
42,116363.29,824.71,37316.06,1
44,30920.57,397.95,2477.05,0
47,93131.58,343.64,39398.73,0
61,34051.58,719.23,20766.23,1
36,39937.88,695.13,4334.68,1
61,69210.81,413.3,33896.35,0
33,119881.28,555.8,19130.2,0
55,24083.14,631.19,20574.35,0
41,47560.51,585.59,12284.83,0
37,36318.24,551.19,17117.53,0
41,105261.01,581.26,4755.75,0
49,76713.56,627.59,23660.66,1
44,113238.52,498.49,5627.31,0
42,70736.23,569.78,18083.07,0
44,23796.8,329.36,27545.94,0
38,112582.51,507.96,23677.64,0
28,97708.08,519.16,31582.74,0
45,93936.92,844.51,13938.86,1
31,22775.59,335.73,38453.07,0
31,101408.94,750.33,48098.43,1
44,101340.23,547.53,9970.51,0
59,107503.84,789.78,14918.7,1
41,74089.17,577.53,21422.46,0
30,105705.57,434.74,1461.65,0
48,110555.73,474.34,17599.97,0
46,96600.74,495.95,21304.19,0
32,33190.54,622.9,31566.8,1
29,87429.64,796.37,12832.66,1
29,119689.54,405.91,32893.12,0
61,78736.72,608.96,20167.18,1
24,70902.59,366.34,39621.69,0
31,93702.3,733.1,5112.99,1
60,21262.68,678.91,44611.93,0
38,84386.24,349.86,5482.67,0
56,117032.95,364.0,13813.91,0
29,76306.56,593.72,35080.18,0
19,47887.22,385.67,13295.11,0
52,117440.84,389.48,30205.79,0
27,73297.82,802.15,24477.55,1
62,33053.91,740.87,10379.93,1
43,25024.27,459.5,30714.33,0
27,74394.49,703.96,8416.82,1
62,50745.46,430.54,24634.2,0
55,54704.04,779.51,9079.47,1
32,47124.96,687.35,45552.14,1
27,116388.84,388.34,24670.28,0
36,28867.02,786.22,1537.17,0
35,58415.58,393.41,21317.93,0
37,52867.34,825.35,48931.8,1
41,39056.18,574.38,32251.02,0
49,94794.0,762.81,22356.02,1
47,62285.27,474.77,31181.64,0
49,66147.83,427.23,36170.06,0
30,81343.55,828.87,21843.3,1
41,42375.46,631.56,11248.62,1
23,70201.74,513.78,26376.39,0
27,105496.67,772.19,2676.03,1
42,79329.88,335.03,24180.47,0
37,81437.75,526.19,13669.16,0
43,70582.11,847.0,5104.8,1
19,69572.69,710.36,6872.02,1
65,28837.94,750.64,22855.98,0
30,27112.91,579.46,25657.75,0
22,48640.82,666.36,40347.89,1
49,41899.78,354.26,25738.17,0
54,102486.76,427.39,3367.56,0
59,102738.11,767.82,13729.93,1
32,73391.05,552.94,10695.17,0
18,70142.77,333.44,29886.06,0
64,40547.23,513.88,4420.9,0
21,29121.05,588.32,33418.65,0
30,32321.92,582.4,34385.39,0
47,31088.68,575.62,28765.47,0
18,99672.37,447.43,13196.72,0
41,107404.86,793.59,34437.07,1
43,96886.77,367.08,10392.97,0
65,34231.49,552.08,11223.13,0
45,65032.56,705.1,20099.67,1
22,119468.72,523.98,18912.58,0
62,107075.22,680.74,8843.65,1
64,71814.25,710.11,26306.49,1
58,53010.02,569.47,22319.62,0
34,37015.42,490.12,5819.93,0
53,46032.63,688.47,48043.01,1
43,36473.65,835.87,22716.42,1
56,29316.14,492.71,6115.22,0
23,96097.48,399.86,37471.8,0
41,20997.35,428.03,24755.51,0
46,53022.72,493.11,27378.45,0
18,98648.86,334.4,19028.9,0
23,69163.84,478.65,4823.37,0
26,54768.63,729.74,18258.47,1
36,104942.1,777.32,25717.31,1
31,107120.52,592.54,19291.49,0
56,62583.37,588.99,7837.11,0
55,105319.86,391.74,21996.38,0
47,32141.63,614.55,45012.01,1
47,86199.19,679.1,44965.96,1
39,64606.91,405.36,38466.15,0
33,117207.29,678.17,32433.05,1
22,42265.59,785.91,7975.9,1
31,30272.09,804.71,5824.16,1
56,91703.21,412.73,33536.58,0
63,29199.51,771.62,36455.64,0
39,56532.76,771.29,40271.34,1
45,113213.07,422.77,14423.63,0
32,47910.27,732.15,34650.51,1
19,74961.71,557.46,3187.04,0
18,80944.58,400.74,21858.21,0
62,23580.99,517.81,48610.88,0
62,97558.58,450.25,29564.65,0
24,57581.92,486.27,4282.27,0
40,69587.24,502.22,9282.36,0
24,39496.54,489.24,5384.2,0
58,33136.03,341.58,43215.41,0
39,103406.78,520.41,49463.83,0
39,34049.87,468.95,47348.56,0
25,52782.55,462.62,41518.66,0
26,27209.94,627.77,30047.09,0
24,44398.16,848.74,26524.34,1
35,37238.12,564.36,34091.49,0
56,27981.54,707.6,3979.25,0
58,75533.25,482.79,16736.64,0
65,110890.55,394.54,7394.23,0
51,98319.23,535.52,36861.99,0
53,55876.97,424.71,31985.75,0
41,46921.17,577.61,42587.79,0
39,55294.99,551.76,12962.24,0
62,113677.14,408.92,13603.83,0
41,81005.74,519.51,23987.57,0
30,101478.51,778.31,13791.77,1
59,92636.53,619.74,39982.38,1
30,71432.51,805.44,47168.62,1
30,55121.93,561.27,5003.29,0
40,31072.72,619.18,46312.85,1
33,97478.61,420.73,29020.46,0
27,111320.79,745.86,8857.67,1
43,86219.57,458.36,27453.45,0
46,91632.06,346.56,36203.09,0
34,112353.32,517.88,28033.28,0
38,98555.29,317.65,15600.37,0
60,49638.93,484.81,42144.24,0
49,23916.97,772.47,25611.73,0
41,45943.18,450.97,8548.55,0
43,65991.19,682.99,30172.81,1
18,79899.3,791.69,19271.4,1
32,59449.93,307.45,9136.69,0
22,37802.28,503.76,16700.41,0
60,65365.27,636.56,11832.74,1
43,84905.99,406.41,30640.21,0
63,71384.26,745.32,20350.71,1
19,68347.18,809.24,11435.13,1
23,76070.61,500.31,5902.26,0
47,66271.78,840.84,47248.42,1
45,22731.07,501.94,6031.0,0
34,44754.19,559.95,14408.51,0
25,50104.42,827.47,36102.86,1
27,73002.16,627.58,49658.97,1
44,33407.19,346.45,3702.59,0
31,67510.12,479.93,46341.02,0
40,112444.86,823.63,37735.67,1
63,20951.46,380.93,4078.81,0
38,25443.96,301.26,43220.38,0
35,57302.81,371.57,14052.81,0
35,67472.99,547.57,28096.9,0
49,106268.15,387.1,13118.43,0
33,36942.14,755.53,40914.63,1
20,112637.7,471.64,18292.39,0
28,40620.83,478.8,23908.36,0
50,116311.41,582.86,33229.9,0
48,37030.96,554.0,18016.18,0
36,80754.23,505.28,46862.84,0
41,73269.89,643.81,40866.0,1
38,30497.56,846.99,6992.88,1
40,30203.3,440.03,15041.73,0
27,115169.9,772.31,32776.45,1
56,40615.28,506.81,42278.68,0
55,56693.8,531.44,17733.8,0
50,105115.55,812.24,42972.48,1
59,67702.1,571.2,18378.25,0
63,38644.66,477.97,35621.66,0
57,63952.53,791.31,28651.72,1
44,106359.08,840.29,3420.79,1
35,78364.03,451.75,16163.48,0
55,117711.29,502.01,19285.72,0
46,117964.2,320.32,32039.12,0
38,113209.45,625.01,36878.38,1
54,55953.64,837.61,11181.31,1
63,79125.64,731.99,8005.79,1
19,69494.05,312.27,39992.87,0
43,28460.76,505.87,8783.52,0
39,61843.94,619.17,29596.17,1
41,48408.1,832.29,12435.31,1
48,103435.36,468.62,20837.11,0
29,49563.96,746.63,31824.35,1
35,110429.67,601.22,35821.1,1
58,41803.88,799.88,1196.55,1
24,69147.05,767.33,9130.41,1
43,36077.26,635.34,25926.65,1
64,22123.58,675.68,45048.6,0
45,105722.27,338.1,3103.68,0
57,81718.53,519.19,6672.73,0
64,105952.43,449.79,24308.62,0
40,110578.15,585.39,34093.67,0
50,89090.17,459.59,1143.91,0
19,59092.82,490.26,49607.85,0
63,94799.78,300.52,48321.55,0
27,69966.22,467.01,29065.08,0
29,39717.61,436.87,15416.49,0
36,50148.02,542.08,12812.48,0
24,107129.05,428.5,27525.96,0
61,42658.25,346.22,7467.96,0
19,52085.98,793.55,48518.02,1
65,45390.33,600.74,41713.12,1
33,63837.59,418.86,10333.91,0
32,20509.54,725.07,33441.19,0
52,60442.78,372.79,44851.79,0
59,36913.26,595.17,27353.76,0
32,33897.51,499.69,48689.62,0
47,30813.03,380.48,15059.99,0
42,115623.23,806.83,42569.15,1
53,36940.96,538.57,31890.8,0
62,91597.08,302.02,1800.69,0
25,39192.93,631.19,44243.63,1
45,26986.61,622.8,40926.34,0
28,31198.87,669.61,19868.2,1
64,110463.88,810.63,33301.15,1
55,61157.37,349.01,12697.25,0
65,28870.1,557.08,10048.5,0
64,29857.24,444.88,45496.38,0
28,75956.54,385.94,2814.0,0
49,44152.7,574.0,12918.28,0
47,57170.46,660.5,14618.84,1
39,67760.99,587.46,28255.81,0
39,90737.8,581.68,26691.63,0
27,70781.45,551.72,37171.4,0
34,112896.48,686.64,23544.03,1
20,26936.1,454.52,19890.74,0
32,40255.4,481.23,31775.4,0
39,40378.24,451.22,19056.07,0
33,108138.62,790.96,3690.61,1
32,93652.09,776.78,24975.52,1
38,34223.33,587.28,5234.88,0
62,33529.78,619.95,6952.35,1
40,30671.36,342.86,22033.7,0
53,78094.03,657.59,31723.98,1
34,21475.94,545.96,23300.5,0
64,60037.04,400.23,16402.94,0
62,97848.76,390.83,29684.17,0
58,97272.26,460.39,6472.0,0
34,95545.78,787.46,22969.82,1
52,52997.53,395.32,26681.44,0
35,89622.81,822.4,18138.64,1
35,100504.59,530.93,18294.2,0
53,97116.98,704.2,33846.9,1
33,85300.76,500.22,21894.94,0
26,53051.04,319.37,19197.54,0
56,30039.85,815.01,16050.42,1
55,111306.45,649.63,15607.75,1
18,22098.19,369.36,4636.42,0
18,79651.11,463.47,30395.02,0
56,95075.03,669.45,22215.11,1
31,96450.86,326.75,9879.79,0
50,37813.5,446.73,12081.36,0
51,115140.66,328.99,8294.51,0
53,78595.5,337.45,17959.0,0
64,47110.05,606.94,13252.09,1
52,100458.88,344.24,4426.52,0
26,73361.42,509.93,18352.11,0
46,22597.93,695.78,5962.68,0
57,40742.54,771.81,46314.27,1
31,80904.26,651.0,1910.25,1
25,66955.87,687.14,24337.24,1
19,106285.45,640.11,47948.14,1
36,60805.32,755.6,42165.32,1
62,75412.74,311.05,13131.31,0
26,43725.93,334.44,31048.79,0
53,52254.25,653.36,12517.17,1
30,49122.78,612.94,13136.94,1
18,58159.36,843.86,40181.9,1
65,52022.78,613.58,32986.46,1
60,93991.92,824.95,31597.85,1
37,55685.52,621.87,4954.94,1
41,104498.21,443.86,19811.59,0
63,96364.33,349.16,21350.21,0
65,44910.19,816.45,12732.58,1
52,27888.74,724.8,4897.45,0
52,30892.3,831.44,4152.33,1
43,31443.66,448.67,22886.94,0
53,91981.87,735.46,31377.35,1
41,36007.15,406.82,12798.39,0
38,51257.26,421.32,31989.01,0
18,27277.87,711.32,13378.95,0
32,25822.99,412.72,18714.38,0
36,73562.6,706.76,2319.42,1
45,41505.87,658.1,3059.27,1
46,98407.15,352.18,27940.87,0
43,63317.63,662.13,4203.3,1
22,69817.59,366.83,25173.61,0
24,54807.74,345.44,19876.32,0
45,105527.63,518.55,41460.38,0
18,32381.29,661.33,17788.37,1
57,93171.51,617.57,28984.7,1
64,74309.6,708.69,15226.38,1
21,89979.14,723.93,31823.79,1
20,36120.25,375.3,4628.31,0
36,89765.8,630.15,10631.44,1
37,119096.22,836.12,28718.01,1
40,53213.75,608.1,11450.54,1
21,76687.47,485.0,6123.52,0
43,33719.38,760.65,44919.73,1
63,102912.36,689.85,31662.89,1
22,63428.72,609.01,6878.39,1
47,47888.66,843.37,49653.43,1
28,43152.72,552.45,4777.06,0
20,91806.49,627.99,12206.78,1
38,59451.96,494.16,17124.88,0
57,20712.41,509.93,45605.71,0
42,92020.92,303.17,39532.81,0
39,58829.94,629.69,20397.5,1
36,51113.56,743.81,34473.11,1
57,24342.11,416.65,18152.13,0
39,68336.53,767.85,44364.78,1
62,48431.05,532.87,35886.16,0
50,48433.06,809.31,31813.62,1
39,43443.7,525.52,3977.81,0
48,28222.92,805.12,15907.84,0
33,98947.92,355.24,5859.44,0
22,48308.87,642.05,8618.18,1
62,67534.4,544.63,7687.9,0
30,76359.86,730.3,41851.12,1
40,62798.84,602.87,45531.32,1
24,37058.68,614.75,35868.09,1
53,78421.62,477.75,32799.94,0
25,106372.95,574.95,28323.19,0
60,79645.19,493.49,7085.15,0
24,63691.23,842.88,11720.65,1
45,75083.07,768.74,2846.33,1
18,90588.82,382.74,20212.31,0
62,25417.36,328.11,28581.46,0
55,76965.44,486.04,29029.08,0
31,35909.02,776.45,45720.85,1
49,88017.07,367.03,12593.28,0
55,88042.72,459.24,33035.85,0
32,21660.65,784.39,42790.95,0
62,20220.8,599.71,26615.29,0
45,107937.91,706.58,24533.51,1
58,45487.54,715.96,31600.0,1
51,74377.55,738.32,42585.69,1
64,36223.42,651.55,33512.13,1
25,30827.64,666.91,46966.18,1
20,118899.87,679.1,12249.39,1
18,112378.86,649.43,20730.32,1
57,112537.07,472.08,13680.48,0
38,42949.14,556.44,31230.34,0
43,22661.07,406.55,43926.93,0
41,85875.94,771.84,24895.13,1
21,106247.1,462.37,31822.93,0
47,72884.82,353.0,38643.0,0
51,81572.53,397.16,29821.32,0
33,49644.96,516.57,40658.52,0
24,48463.68,442.61,32631.58,0
24,70765.94,305.61,20494.01,0
31,85346.42,821.05,4493.31,1
64,23190.06,785.64,8312.21,0
28,115333.77,612.61,34475.01,1
63,85845.46,439.9,1448.49,0
23,67611.09,515.47,34335.18,0
61,56620.5,347.54,5409.36,0
